city,country_code,hours_of_operation,latitude,location_name,location_type,locator_domain,longitude,page_url,phone,state,store_number,street_address,zip
Paramus,US,"Hours:11 AM - 10 PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.953506,"Paramus, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.073585,<MISSING>,201.241.2381,New Jersey,<MISSING>,"479 Route 17 South,(between Midland & Ridgewood Avenues)",07652
Monmouth Travel Plaza,US,"Hours:8AM - 12AM, 7 days a week",40.198222,"Monmouth Travel Plaza, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.1002272,<MISSING>,<MISSING>,New Jersey,<MISSING>,Monmouth Travel Plaza,07719
Wayne,US,"Hours:11AM - 10PM, Monday - Thursday;11AM - 11PM, Friday & Saturday;11AM - 9PM, Sunday",40.887530,"Wayne, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.254160,<MISSING>,(862) 684-8660,New Jersey,<MISSING>,96 Willowbrook Blvd.,07470
Astor Place,US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday - Saturday",40.730126,"Astor Place, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.989760,<MISSING>,(646) 813-2189,New York,<MISSING>,20 Third Avenue,10003
(between West Street & North End Ave),US,"Hours:10:30AM - 11PM, 7 days a week",40.715275,"Battery Park City, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -74.014799,<MISSING>,646.545.4600,New York,<MISSING>,215 Murray Street,<MISSING>
Flushing (Queens),US,Hours:Open two hours before game until the end of the game.,40.757733,"Citi Field, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.845506,<MISSING>,<MISSING>,New York,<MISSING>,12301 Roosevelt Ave,<MISSING>
Cross County,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.928596,"Cross County, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.853896,<MISSING>,914.289.1301,New York,<MISSING>,2090 Mall Walk,10704
Downtown Brooklyn,US,"Hours:10:30AM - 11PM, Monday - Friday;11AM - 11PM, Saturday - Sunday",40.692162,"Downtown Brooklyn, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.988626,<MISSING>,718.307.7599,New York,<MISSING>,409 Fulton Street,<MISSING>
"Dumbo, Brooklyn",US,"Hours:11AM - 11PM, 7 days a week",40.703054,"Dumbo, Brooklyn, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.994005,<MISSING>,347.435.2676,New York,<MISSING>,1 Old Fulton Street,11201
"Flatbush Avenue, Brooklyn",US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 11:30PM, Friday & Saturday",40.682646,"Flatbush Avenue, Brooklyn, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.976769,<MISSING>,347.442.7721,New York,<MISSING>,170 Flatbush Avenue,11217
Forest Hills,US,"Hours:11AM - 11PM, Monday - Sunday",40.719618,"Forest Hills, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.843874,<MISSING>,718.928.3234,New York,<MISSING>,71-26 Austin Street,11375
Fulton Transit Center,US,"Hours:10AM - 11PM, Monday - Friday;11AM - 11PM, Saturday & Sunday",40.710646,"Fulton Transit Center, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -74.008924,<MISSING>,646.230.0320,New York,<MISSING>,200 Broadway,10038
Grand Central Terminal,US,"Hours:7AM - 11PM, Sunday - Tuesday;7AM - 11:30PM, Wednesday - Saturday;Breakfast: 7AM - 10:30AM, Monday - Sunday",40.752635,"Grand Central Terminal, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.977136,<MISSING>,646.517.5805,New York,<MISSING>,49 Grand Central Terminal,10017
Harlem,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.806691,"Harlem, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.942493,<MISSING>,(929) 472-7170,New York,<MISSING>,1 West 125th Street,10027
Hartsdale,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.030252,"Hartsdale, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.788996,<MISSING>,(914) 529-8801,New York,<MISSING>,379 North Central Avenue Hartsdale,10530
Herald Square,US,"Hours:10:30AM - 12AM, 7 days a week",40.751370,"Herald Square, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.987947,<MISSING>,646.230.0696,New York,<MISSING>,1333 Broadway,10018
Hudson Yards,US,"Hours:10:30AM - 9PM, Sunday;10:30AM - 10PM, Monday - Saturday",40.753302,"Hudson Yards, NY",<MISSING>,https://www.shakeshack.com/locations/,  -74.000577,<MISSING>,(646) 380-4944,New York,<MISSING>,20 Hudson Yards,10001
JFK Airport,US,"Hours:6AM - 10PM, 7 days a week",40.638002,"JFK Airport, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.781199,<MISSING>,718.751.4760,New York,<MISSING>,John F. Kennedy International Airport,11430
LaGuardia Airport,US,"Hours:6AM - 10PM, 7 days a week",40.7745517,"LaGuardia Airport, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.8715521,<MISSING>,<MISSING>,New York,<MISSING>,LaGuardia Airport,11371
Lake Grove,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.869713,"Lake Grove, Long Island",<MISSING>,https://www.shakeshack.com/locations/,  -73.128446,<MISSING>,631-246-1096,New York,<MISSING>,2093 Smith Haven Plaza,11755
(near Madison Avenue & E.23rd Street),US,"Hours:9AM - 11PM, Sunday - Monday",40.741339,"Madison Square Park, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.988344,<MISSING>,212.889.6600,New York,<MISSING>,Southeast corner of Madison Square Park,<MISSING>
Melville,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.800380,"Melville, Long Island",<MISSING>,https://www.shakeshack.com/locations/,  -73.412734,<MISSING>,631-386-8017,New York,<MISSING>,849 Walt Whitman Road,11747
Midtown East,US,"Hours:10:30AM - 11PM, 7 days a week",40.749452,"Midtown East, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.975771,<MISSING>,646.668.4880,New York,<MISSING>,600 Third Avenue,10016
Morningside Heights,US,"Hours:11AM - 11PM, 7 days a week",40.807973,"Morningside Heights, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.964322,<MISSING>,(646) 383-5506,New York,<MISSING>,2957 Broadway,10025
New Hyde Park,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.754120,"New Hyde Park, Long Island",<MISSING>,https://www.shakeshack.com/locations/,  -73.690494,<MISSING>,516.634.2010,New York,<MISSING>,1570 Union Turnpike,11040
Penn Station,US,"Hours:7AM - 11PM, Sunday - Wednesday;7AM - 11:30PM, Thursday - Saturday;Breakfast: 7AM - 10:30AM, Monday - Sunday",40.751379,"Penn Station, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.992125,<MISSING>,646.202.9715,New York,<MISSING>,Penn Station,10119
Queens Center,US,"Hours:11AM - 9PM, Sunday;11AM - 9:30PM, Monday - Thursday;11AM - 10:30PM, Friday & Saturday",40.734251,"Queens Center, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.869415,<MISSING>,347.225.0190,New York,<MISSING>,90-15 Queens Blvd.,11373
<MISSING>,US,"Hours:Open on race days, from 11 AM until 30 minutes after the final race of the day",43.072916,"Saratoga Race Course, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.772571,<MISSING>,<MISSING>,New York,<MISSING>,267 Union Avenue,<MISSING>
Staten Island Mall,US,"Hours:11AM - 10PM, Monday - Thursday;11AM - 11PM, Friday & Saturday;11AM - 10PM, Sunday",40.581740,"Staten Island Mall, NY",<MISSING>,https://www.shakeshack.com/locations/,  -74.166967,<MISSING>,(929) 529-0513,New York,<MISSING>,2655 Richmond Ave.,10314
(8th Avenue & 44th Street),US,"Hours:10:30AM - 12AM, 7 days a week",40.758433,"Theater District, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.989219,<MISSING>,646.435.0135,New York,<MISSING>,691 8th Avenue,<MISSING>
Upper East Side,US,"Hours:10:30AM - 11PM, Sunday - Thursday;10:30AM - Midnight, Friday & Saturday",40.778956,"Upper East Side, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.955017,<MISSING>,646.237.5035,New York,<MISSING>,154 East 86th Street,<MISSING>
(at West 77th Street),US,"Hours:10:30AM - 11PM, 7 days a week",40.780862,"Upper West Side, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.976541,<MISSING>,646.747.8770,New York,<MISSING>,366 Columbus Avenue,<MISSING>
West Village,US,"Hours:11AM - 11PM, Sunday - Saturday",40.729000,"West Village, NY",<MISSING>,https://www.shakeshack.com/locations/,  -74.005660,<MISSING>,(646) 517-1541,New York,<MISSING>,225 Varick Street,10014
Westbury,US,"Hours:11AM - 11PM, 7 days a week",40.744380,"Westbury, Long Island",<MISSING>,https://www.shakeshack.com/locations/,  -73.606923,<MISSING>,516.620.2880,New York,<MISSING>,The Gallery at Westbury Plaza,11530
Williamsburg,US,"Hours:11AM - 11PM, Monday-Sunday",40.717231,"Williamsburg, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.960665,<MISSING>,(929) 427-0420,New York,<MISSING>,160 Berry Street,11249
Woodbury Common,US,"Hours:10:30AM - 9:30PM, 7 days a week",41.317259,"Woodbury Common, NY",<MISSING>,https://www.shakeshack.com/locations/,  -74.128368,<MISSING>,845.827.3140,New York,<MISSING>,199 Niagara Lane,10917
"Waverly Place, Cary",US,"Hours:11AM - 9PM, Sunday - Thursday;11AM - 10PM, Friday & Saturday",35.738537,"Waverly Place, Cary, NC",<MISSING>,https://www.shakeshack.com/locations/,  -78.777921,<MISSING>,<MISSING>,North Carolina,<MISSING>,Shake Shack - Waverly,27518
"Blakeney, Charlotte",US,"Hours:11AM - 10PM, Sunday - Saturday",35.034330,"Blakeney, Charlotte, NC",<MISSING>,https://www.shakeshack.com/locations/,  -80.806369,<MISSING>,(980) 221-1821,North Carolina,<MISSING>,9824 Rea Road,28277
"Park Road, Charlotte",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",35.172716,"Park Road, Charlotte, NC",<MISSING>,https://www.shakeshack.com/locations/,  -80.849015,<MISSING>,(980) 265-3188,North Carolina,<MISSING>,1605 East Woodlawn Road,28209
<MISSING>,US,"Hours:5AM - 7PM, 7 days a week",41.410574,Cleveland Hopkins International Airport,<MISSING>,https://www.shakeshack.com/locations/,  -81.8393772,<MISSING>,<MISSING>,Ohio,<MISSING>,"Cleveland Hopkins International Airport,Main Concourse between B and C Gates,5300 Riverside Dr,,Cleveland",44135
Downtown Cleveland,US,"Hours:11AM - 10 PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.500338,"Downtown Cleveland, OH",<MISSING>,https://www.shakeshack.com/locations/,  -81.6897242,<MISSING>,216-243-5023,Ohio,<MISSING>,601 Euclid Avenue,44114
"Easton Town Center, Columbus",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.051973,"Easton Town Center, Columbus, OH",<MISSING>,https://www.shakeshack.com/locations/,  -82.917979,<MISSING>,614-407-7728,Ohio,<MISSING>,Shake Shack - Easton Town Center,43229
"Short North, Columbus",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",39.9774875,"Short North, Columbus, OH",<MISSING>,https://www.shakeshack.com/locations/,  -83.0054362,<MISSING>,614-697-2029,Ohio,<MISSING>,740 N. High Street,43215
Pinecrest,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.452755,"Pinecrest, OH",<MISSING>,https://www.shakeshack.com/locations/,  -81.486245,<MISSING>,(440) 600-8689,Ohio,<MISSING>,311 Park Avenue,44122
King of Prussia,US,"Hours:11AM - 10PM, Monday - Thursday;11AM - 11PM, Friday & Saturday;11AM - 9PM, Sunday",40.090191,"King of Prussia, PA",<MISSING>,https://www.shakeshack.com/locations/,  -75.395465,<MISSING>,267.428.7560,Pennsylvania,<MISSING>,"The Plaza at King of Prussia,160 North Gulph Road, Suite 233",19406
King of Prussia Mall,US,"Hours:10:30AM - 9PM, Monday - Saturday;11AM - 6PM, Sunday",40.088888,"King of Prussia Mall, PA",<MISSING>,https://www.shakeshack.com/locations/,  -75.387883,<MISSING>,484.679.8335,Pennsylvania,<MISSING>,350 Mall Blvd.,19406
(at 20th Street),US,"Hours:11AM - 11PM, 7 days a week",39.951127,"Center City, PA",<MISSING>,https://www.shakeshack.com/locations/,  -75.173836,<MISSING>,215.809.1742,Pennsylvania,<MISSING>,2000 Sansom Street,<MISSING>
Citizens Bank Park,US,Hours:Opens an hour and a half before the start of the game and closes after the last pitch.,39.901285,"Citizens Bank Park, PA",<MISSING>,https://www.shakeshack.com/locations/,  -75.171661,<MISSING>,<MISSING>,Pennsylvania,<MISSING>,Citizens Bank Park,19148
Midtown Village,US,"Hours:11AM - 11PM, Sunday - Saturday",39.950184,"Midtown Village, PA",<MISSING>,https://www.shakeshack.com/locations/,  -75.160127,<MISSING>,(215) 709-2702,Pennsylvania,<MISSING>,105 South 12th Street,19107
University City,US,"Hours:10:30AM - 10PM, Sunday - Wednesday;10:30AM - 11PM, Thursday - Saturday",39.953672,"University City, PA",<MISSING>,https://www.shakeshack.com/locations/,  -75.188594,<MISSING>,267.338.3464,Pennsylvania,<MISSING>,3200 Chestnut Street,19104
Wells Fargo Center,US,Hours:Check the Wells Fargo Center events calendar!,39.901180,"Wells Fargo Center, PA",<MISSING>,https://www.shakeshack.com/locations/,  -75.171972,<MISSING>,<MISSING>,Pennsylvania,<MISSING>,3601 S Broad St,19148
Thayer Street,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.8284843,"Thayer Street, RI",<MISSING>,https://www.shakeshack.com/locations/,  -71.4010752,<MISSING>,401-214-1823,Rhode Island,<MISSING>,249 Thayer Street,02906
Green Hills,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday - Saturday",36.103196,"Green Hills, TN",<MISSING>,https://www.shakeshack.com/locations/,  -86.8164819,<MISSING>,(615) 610-6326,Tennessee,<MISSING>,Shake Shack - Green Hills,37215
South Lamar,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday;FREE PARKING GARAGE BEHIND THE SHACK",30.255981,"South Lamar, Austin",<MISSING>,https://www.shakeshack.com/locations/,  -97.761873,<MISSING>,512.717.0430,Texas,<MISSING>,"1100 South Lamar Blvd, Suite 2100",78704
The Domain,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",30.398940,"The Domain, Austin",<MISSING>,https://www.shakeshack.com/locations/,  -97.725825,<MISSING>,512.717.0422,Texas,<MISSING>,11228 Domain Drive,78759
Dallas Uptown,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",32.793437,"Dallas Uptown, TX",<MISSING>,https://www.shakeshack.com/locations/,  -96.803155,<MISSING>,214.983.1023,Texas,<MISSING>,Shake Shack - Dallas Uptown,75201
"Old Town, Dallas",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",32.852148,"Old Town, Dallas, TX",<MISSING>,https://www.shakeshack.com/locations/,  -96.7692958,<MISSING>,469-501-5031,Texas,<MISSING>,Shake Shack - Old Town,75206
Preston Royal,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",32.895297,"Preston Royal, Dallas",<MISSING>,https://www.shakeshack.com/locations/,  -96.802467,<MISSING>,469-445-2240,Texas,<MISSING>,6025 Royal Lane,75230
<MISSING>,US,"Hours:5AM - 10PM, 7 days a week",32.890687,DFW Airport,<MISSING>,https://www.shakeshack.com/locations/,  -97.0356528,<MISSING>,<MISSING>,Texas,<MISSING>,"Dallas Fort Worth Airport,Terminal C Near Gate C7,2400 Aviation Dr,DFW Airport",75261
Downtown Houston,US,"Hours:10:30AM - 9PM, Monday - Thursday;10:30AM - 10PM, Friday;11AM - 10PM, Saturday;11AM - 9PM, Sunday",29.7592611,"Downtown Houston, TX",<MISSING>,https://www.shakeshack.com/locations/,  -95.367534,<MISSING>,281-800-1450,Texas,<MISSING>,702 Main Street,77002
Houston Galleria,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",29.739654,"Houston Galleria, TX",<MISSING>,https://www.shakeshack.com/locations/,  -95.462828,<MISSING>,281.213.0445,Texas,<MISSING>,5015 Westheimer Road,77056
Minute Maid Park,US,Hours:Open two hours before game until the end of the game.,29.757493,"Minute Maid Park, TX",<MISSING>,https://www.shakeshack.com/locations/,  -95.3540,<MISSING>,<MISSING>,Texas,<MISSING>,Minute Maid Park,77002
Montrose,US,"Hours:11AM - 11PM, Monday - Saturday;11AM - 10PM, Sunday",29.7449782,"Montrose, TX",<MISSING>,https://www.shakeshack.com/locations/,  -95.3919095,<MISSING>,(346) 299-6603,Texas,<MISSING>,1002 Westheimer Rd,77006
Rice Village,US,Hours:Sunday - Thursday 11AM - 10PM;Friday & Saturday 11AM - 11PM,29.715668,"Rice Village, Houston",<MISSING>,https://www.shakeshack.com/locations/,  -95.417946,<MISSING>,346-998-2820,Texas,<MISSING>,6205 Kirby Drive,77005
Las Colinas,US,"Hours:11AM-10PM, Sunday -Thursday;11AM-11PM, Friday & Saturday",32.9026044,"Las Colinas, TX",<MISSING>,https://www.shakeshack.com/locations/,  -96.9597973,<MISSING>,(469) 351-1002,Texas,<MISSING>,7170 N. State Highway 161,75039
Plano,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday - Saturday",33.080052,"Plano, TX",<MISSING>,https://www.shakeshack.com/locations/,  -96.826095,<MISSING>,972.665.7175,Texas,<MISSING>,"7401 Windrose Avenue,Suite 150",75024
"Brackenridge, San Antonio",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",29.454811,"Brackenridge, San Antonio, TX",<MISSING>,https://www.shakeshack.com/locations/,  -98.4723452,<MISSING>,(210) 469-3732,Texas,<MISSING>,3003 Broadway Street,78209
Park North,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",29.517584,"Park North, San Antonio",<MISSING>,https://www.shakeshack.com/locations/,  -98.499739,<MISSING>,(210) 277-4770,Texas,<MISSING>,7427 San Pedro Avenue,78216
Southlake,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday - Saturday",32.9418401,"Southlake, TX",<MISSING>,https://www.shakeshack.com/locations/,  -97.1282455,<MISSING>,(817) 809-8545,Texas,<MISSING>,125 Central Avenue,76092
"The School Yard, Sandy",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.5509952,"The School Yard, Sandy, Utah",<MISSING>,https://www.shakeshack.com/locations/,  -111.8921973,<MISSING>,385.276.3190,Utah,<MISSING>,Shake Shack - The School Yard,84070
Ballston,US,"Hours:11AM - 10PM, Sunday - Saturday",38.880332,"Ballston, VA",<MISSING>,https://www.shakeshack.com/locations/,  -77.111098,<MISSING>,(571) 620-1323,Virginia,<MISSING>,4201 Wilson Blvd ,22203
Pentagon City,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday - Saturday",38.863207,"Pentagon City, VA",<MISSING>,https://www.shakeshack.com/locations/,  -77.060045,<MISSING>,703.454.0552,Virginia,<MISSING>,1100 South Hayes Street,22202
Tysons Corner Center,US,"Hours:11AM - 10PM, 7 days a week",38.918518,"Tysons Corner Center, VA",<MISSING>,https://www.shakeshack.com/locations/,  -77.220674,<MISSING>,571.620.0383,Virginia,<MISSING>,The Plaza at Tysons Corner Center,22102
Virginia Beach,US,"Hours:11AM - 10PM, Sunday - Saturday",36.843061,"Virginia Beach, VA",<MISSING>,https://www.shakeshack.com/locations/,  -76.1302883,<MISSING>,757-427-4480,Virginia,<MISSING>,296 Constitution Drive,23462
Kirkland,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",47.6773795,"Kirkland, WA",<MISSING>,https://www.shakeshack.com/locations/,  -122.2023412,<MISSING>,425-250-8318,Washington,<MISSING>,"300 Peter Kirk Lane, ",98033
South Lake Union,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",47.617055,"South Lake Union, WA",<MISSING>,https://www.shakeshack.com/locations/,  -122.337990,<MISSING>,(206) 279-2313,Washington,<MISSING>,2115 Westlake Avenue Seattle,98121
"Dupont Circle, Washington",US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday & Saturday;Subway;Dupont Circle Station or Farragut North",38.906329,"Dupont Circle, Washington, D.C.",<MISSING>,https://www.shakeshack.com/locations/,  -77.041915,<MISSING>,202.683.9921,Washington,<MISSING>,1216 18th Street NW,20036
"F Street, Washington",US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday & Saturday",38.896991,"F Street, Washington, D.C.",<MISSING>,https://www.shakeshack.com/locations/,  -77.023793,<MISSING>,202.800.9930,Washington,<MISSING>,800 F Street NW,20004
"Logan Circle, Washington",US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - Midnight, Friday & Saturday",38.909182,"Logan Circle, Washington, D.C.",<MISSING>,https://www.shakeshack.com/locations/,  -77.032302,<MISSING>,202.602.0493,Washington,<MISSING>,1400 14th Street NW,20005
 SE,US,Hours:Open two hours before game until the end of the 9th inning.;Subway;Close to Navy Yard (Green Line),38.873331,"Nationals Park, Washington, D.C.",<MISSING>,https://www.shakeshack.com/locations/,  -77.006392,<MISSING>,<MISSING>,Washington,<MISSING>,1500 South Capitol Street,<MISSING>
"Navy Yard, Washington",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",38.876628,"Navy Yard, Washington, D.C.",<MISSING>,https://www.shakeshack.com/locations/,  -77.006491,<MISSING>,202.769.5760,Washington,<MISSING>,54 M Street SE,20003
"The Wharf, Washington",US,"Hours:11AM - 11PM, 7 days a week",38.880358,"The Wharf, Washington, D.C.",<MISSING>,https://www.shakeshack.com/locations/,  -77.026568,<MISSING>,202-869-8345,Washington,<MISSING>,975 Wharf Street SW,20024
"Union Station, Washington",US,"Hours:8AM - 10PM, Monday - Friday;10:30AM - 10PM, Saturday & Sunday;Breakfast: 8AM - 10:30AM, Monday - Friday",38.897410,"Union Station, Washington, D.C.",<MISSING>,https://www.shakeshack.com/locations/,  -77.006733,<MISSING>,202.684.2428,Washington,<MISSING>,50 Massachusetts Avenue NE,20002
Third Ward,US,"Hours:11AM-10PM, Sunday - Thursday;11AM-11PM, Friday & Saturday",43.033901,"Third Ward, WI",<MISSING>,https://www.shakeshack.com/locations/,  -87.908787,<MISSING>,414.509.1080,Wisconsin,<MISSING>,220 East Buffalo Street,53202
