locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,naics_code,latitude,longitude,hours_of_operation,hours_of_operation
shopnsavefood.com,AC&T Exxon Travel Center,11564 Hopewell Rd.,Hagerstown,MD,21740,NO-DATA,330,NO-DATA,Fuel,NO-DATA,39.631447,-77.784293,,NO-DATA
shopnsavefood.com,Airport-Pittsburgh Int'l,Pitsburgh Int'l Airport - near parking lot,Aliquippa,PA,15231,NO-DATA,125,NO-DATA,Fuel,NO-DATA,40.4943071,-80.2671737,,NO-DATA
shopnsavefood.com,Aliquippa,2680 Brodhead Road,Aliquippa,PA,15001,NO-DATA,126,NO-DATA,Fuel,NO-DATA,40.6061231,-80.2835837,,NO-DATA
shopnsavefood.com,"Aliquippa, Hopewell",2046 Brodhead - 5 Points Intersection,Aliquippa,PA,15001,NO-DATA,127,NO-DATA,Fuel,NO-DATA,40.5693741,-80.2594466,,NO-DATA
shopnsavefood.com,Allison Park,4785 Wm. Flynn. Hwy. Rt. 8,Allison Park,PA,15101,NO-DATA,128,NO-DATA,Fuel,NO-DATA,40.596914,-79.947908,,NO-DATA
shopnsavefood.com,Ambridge,2910 Duss Avenue,Ambridge,PA,15003,NO-DATA,26,7242669758,Store,NO-DATA,40.611713,-80.226221,Mon-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Ambridge,800 Merchant Street,Ambridge,PA,15003,NO-DATA,129,NO-DATA,Fuel,NO-DATA,40.589372,-80.2311673,,NO-DATA
shopnsavefood.com,Avalon,400 Union Ave,Avalon,PA,15202,NO-DATA,344,NO-DATA,Fuel,NO-DATA,"40.504092
","-80.0622012
",,NO-DATA
shopnsavefood.com,Baldwin,Curry Hollow & Keeport,Pleasant Hills,PA,15236,NO-DATA,227,NO-DATA,Fuel,NO-DATA,40.33514,-79.98324,,NO-DATA
shopnsavefood.com,"Beaver, West Bridgewater",1199 Third Street,Beaver,PA,15009,NO-DATA,130,NO-DATA,Fuel,NO-DATA,40.6919313,-80.3144308,,NO-DATA
shopnsavefood.com,Beechview,1721 Banksville Road.,Pittsburgh,PA,15216,NO-DATA,223,NO-DATA,Fuel,NO-DATA,40.40009,-80.04617,,NO-DATA
shopnsavefood.com,Belington Express,806 Crim Avenue ,Belington,WV,26250,NO-DATA,28,3048233104,Store,NO-DATA,39.022257,-79.936953,Mon-Sun 7:00-11:00,NO-DATA
shopnsavefood.com,Bellevue,4528 Ohio River Boulevard,Bellevue,PA,15202,NO-DATA,131,NO-DATA,Fuel,NO-DATA,40.492014,-80.061497,,NO-DATA
shopnsavefood.com,Bethel Park,5001 Library Road,Bethel Park,PA,15102,NO-DATA,30,4128317177,Store,NO-DATA,40.342063,-80.025895,Monday - Saturday 8am - 9pm,NO-DATA
shopnsavefood.com,BFS - Bridgeport,51 Genesis Blvd,Bridgeport,WV,26330,NO-DATA,347,NO-DATA,Fuel,NO-DATA,39.3221619,-80.2326953,,NO-DATA
shopnsavefood.com,BFS - Clarksburg,106 Wilsonburg Rd,Clarksburg,WV,26301,NO-DATA,348,NO-DATA,Fuel,NO-DATA,39.2864039,-80.3834048,,NO-DATA
shopnsavefood.com,BFS - South Fairmont SNS Cheat Lake,169 Fairchance Rd.,Morgantown,WV,26508,NO-DATA,271,NO-DATA,Fuel,NO-DATA,39.59532,-79.92287,,NO-DATA
shopnsavefood.com,BFS - South Fairmont SNS Clarksburg,608 Emily Dr.,Clarksburg,WV,26301,NO-DATA,274,NO-DATA,Fuel,NO-DATA,39.3287,-80.27337,,NO-DATA
shopnsavefood.com,BFS - South Fairmont SNS Glenmark,204 Venture Dr,Morgantown,WV,26508,NO-DATA,270,NO-DATA,Fuel,NO-DATA,39.59532,-79.92287,,NO-DATA
shopnsavefood.com,BFS - South Fairmont SNS Kingmont,2201 Pleasant Valley Rd.,Fairmont,WV,26554,NO-DATA,273,NO-DATA,Fuel,NO-DATA,39.49411,-80.22128,,NO-DATA
shopnsavefood.com,BFS - South Fairmont SNS Mileground,1766 Mileground Rd.,Morgantown,WV,26505,NO-DATA,275,NO-DATA,Fuel,NO-DATA,39.59532,-79.92287,,NO-DATA
shopnsavefood.com,BFS - South Fairmont SNS White Hall,9615 Mall Loop,Fairmont,WV,26301,NO-DATA,272,NO-DATA,Fuel,NO-DATA,39.429370,-80.187752,,NO-DATA
shopnsavefood.com,BFS-McHenry,24179 Garret Hwy,McHenry,MD,21541,NO-DATA,295,NO-DATA,Fuel,NO-DATA,39.556406,-79.351715,,NO-DATA
shopnsavefood.com,Bloomfield,4068 Penn Avenue,Bloomfield,PA,15224,NO-DATA,133,NO-DATA,Fuel,NO-DATA,40.4654193,-79.9555033,,NO-DATA
shopnsavefood.com,Bloomfield,4779 Liberty St. at Mathilda,Bloomfield,PA,15224,NO-DATA,134,NO-DATA,Fuel,NO-DATA,40.461144,-79.947298,,NO-DATA
shopnsavefood.com,Bolivar,455 Main Street,Bolivar,NY,14715,NO-DATA,31,5859281708,Store,NO-DATA,42.064109,-78.16824,Mon-Sun 7:00-9:00,NO-DATA
shopnsavefood.com,Brentwood,2929 Churchview Avenue,Brentwood,PA,15227,NO-DATA,135,NO-DATA,Fuel,NO-DATA,40.38051,-79.96672,,NO-DATA
shopnsavefood.com,Brentwood,3299 Saw Mill Run Boulevard,Brentwood,PA,15227,NO-DATA,136,NO-DATA,Fuel,NO-DATA,40.38051,-79.96672,,NO-DATA
shopnsavefood.com,Bridgeville,1001 Washington Pike - Route 50,Bridgeville,PA,15017,NO-DATA,137,NO-DATA,Fuel,NO-DATA,40.35458,-80.09134,,NO-DATA
shopnsavefood.com,Bridgeville,140 Miller Run Road,Bridgeville,PA,15017,NO-DATA,138,NO-DATA,Fuel,NO-DATA,40.35458,-80.09134,,NO-DATA
shopnsavefood.com,Brookline,533 Brookline Boulevard,Brookline,PA,15226,NO-DATA,139,NO-DATA,Fuel,NO-DATA,40.3958975,-80.0225857,,NO-DATA
shopnsavefood.com,Brookline,1640 Saw Mill Run Road,Pittsburgh,PA,15210,NO-DATA,219,NO-DATA,Fuel,NO-DATA,40.396446,-79.998606,,NO-DATA
shopnsavefood.com,Brownsville,1119 Brownsville Rd,Pittsburgh,PA,15210,NO-DATA,84,4128814447,Store,NO-DATA,40.405146,-79.990705,Mon-Sat 7:00am - 10:00pm,NO-DATA
shopnsavefood.com,Brownsville,565 High & Broad Streets,Brownsville,PA,15417,NO-DATA,140,NO-DATA,Fuel,NO-DATA,39.92161,-79.69047,,NO-DATA
shopnsavefood.com,Burhans Blvd. Exxon,301 N. Burhans Blvd.,Hagerstown,MD,21741,NO-DATA,327,NO-DATA,Fuel,NO-DATA,39.649420,-77.724219,,NO-DATA
shopnsavefood.com,Buttermilk Hollow,4647 Buttermilk Hollow Road,West Mifflin,PA,15122,NO-DATA,111,4124620639,Store,NO-DATA,40.35719,-79.910345,Mon-Fri 7am-10pm,NO-DATA
shopnsavefood.com,Canonsburg,617 West Pike Street ,Canonsburg,PA,15317,NO-DATA,32,7247452900,Store,NO-DATA,40.257422,-80.204701,Mon-Sat 7:00-12:00,NO-DATA
shopnsavefood.com,Canonsburg,404 West Pike Street,Canonsburg,PA,15317,NO-DATA,141,NO-DATA,Fuel,NO-DATA,40.1557,-80.12842,,NO-DATA
shopnsavefood.com,Canonsburg,2300 Hill Church / Houston Rd.,Canonsburg,PA,15317,NO-DATA,142,NO-DATA,Fuel,NO-DATA,40.1557,-80.12842,,NO-DATA
shopnsavefood.com,Carmichaels,560 Route 88 ,Carmichaels,PA,15320,NO-DATA,33,7249667339,Store,NO-DATA,39.881091,-79.967229,Mon-Sun 8:00am-10:00pm ,NO-DATA
shopnsavefood.com,Castle Shannon,799 Castle Shannon Blvd ,Pittsburgh,PA,15234,NO-DATA,85,4125611418,Store,NO-DATA,40.368569,-80.028126,Mon-Sun 6:00am-12:00am,NO-DATA
shopnsavefood.com,Castle Shannon,3505 Library Road,Castle Shannon,PA,15234,NO-DATA,144,NO-DATA,Fuel,NO-DATA,40.366413,-80.0145257,,NO-DATA
shopnsavefood.com,Castle Shannon,3646 Library Road,Castle Shannon,PA,15234,NO-DATA,345,NO-DATA,Fuel,NO-DATA,"40.365042
","-80.0200782
",,NO-DATA
shopnsavefood.com,Cecil,3232 Millers Run Road (Winkle's Pit Stop),Cecil,PA,15321,NO-DATA,145,NO-DATA,Fuel,NO-DATA,40.3270248,-80.1911507,,NO-DATA
shopnsavefood.com,Century Square,2381 Mountain View Drive ,West Mifflin,PA,15122,NO-DATA,112,4126557090,Store,NO-DATA,40.346544,-79.943604,Mon-Sun 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Cheswick,1001 Pittsburgh Street,Cheswick,PA,15024,NO-DATA,146,NO-DATA,Fuel,NO-DATA,40.43443,-80.02481,,NO-DATA
shopnsavefood.com,Clarksburg,"""15389 Route 286, Highway W""",Clarksburg,PA,15725,NO-DATA,147,NO-DATA,Fuel,NO-DATA,40.5355325,-79.3771621,,NO-DATA
shopnsavefood.com,Coraopolis,6700 University Blvd,Coraopolis,PA,15108,NO-DATA,238,NO-DATA,Fuel,NO-DATA,40.46926,-80.14022,,NO-DATA
shopnsavefood.com,Coudersport,7 West Second St.,Coudersport,PA,16915,NO-DATA,37,8142749102,Store,NO-DATA,41.774624,-78.02222,"Mon-Fri 7am-8pm, Sat 8am - 8pm",NO-DATA
shopnsavefood.com,Crabtree,226 Roosevelt Way,Crabtree,PA,15670,NO-DATA,150,NO-DATA,Fuel,NO-DATA,40.363528,-79.468942,,NO-DATA
shopnsavefood.com,Crafton,113 Noble Avenue,Pittsburgh,PA,15205,NO-DATA,151,NO-DATA,Fuel,NO-DATA,40.4348262,-80.0655022,,NO-DATA
shopnsavefood.com,Crafton,2373 Noblestown Road,Pittsburgh,PA,15205,NO-DATA,152,NO-DATA,Fuel,NO-DATA,40.4322,-80.1021,,NO-DATA
shopnsavefood.com,Cranberry Township,1197 Freedom Road,Cranberry Twp.,PA,16066,NO-DATA,38,7247412600,Store,NO-DATA,40.682677,-80.117716,Mon-Sun 6:00am-Midnight,NO-DATA
shopnsavefood.com,Cranberry Twp,1165 Freedom,Cranberry,PA,16066,NO-DATA,283,NO-DATA,Fuel,NO-DATA,40.682667,-80.127353,,NO-DATA
shopnsavefood.com,Cresson,1213 Second Avenue ,Cresson,PA,16630,NO-DATA,39,8148867221,Store,NO-DATA,40.459618,-78.591481,Mon-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Davis Express,371 Williams Avenue ,Davis,WV,26260,NO-DATA,40,3042594836,Store,NO-DATA,39.045186,-79.405575,Mon-Sun 8:00-9:00 ,NO-DATA
shopnsavefood.com,Deep Creek,24586 Garrett Highway,McHenry,MD,21541,NO-DATA,62,,Store,NO-DATA,39.561815,-79.357531,Sun-Thur 7:30am - 9:00pm,NO-DATA
shopnsavefood.com,Delmont,2394 St Rte 66,Delmont,PA,15626,NO-DATA,153,NO-DATA,Fuel,NO-DATA,40.36131,-79.57142,,NO-DATA
shopnsavefood.com,Derry,5556 Route 982,Derry,PA,15627,NO-DATA,154,NO-DATA,Fuel,NO-DATA,40.35022,-79.40205,,NO-DATA
shopnsavefood.com,Devines,529 North Main Street ,Hubbard,OH,44425,NO-DATA,57,3305343625,Store,NO-DATA,41.163536,-80.568967,Mon-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Dormont,3100 West Liberty Avenue,Dormont,PA,15216,NO-DATA,155,NO-DATA,Fuel,NO-DATA,40.3916034,-80.0389877,,NO-DATA
shopnsavefood.com,Dual Hwy. Exxon,1701 Dual Highway,Hagerstown,MD,21740,NO-DATA,324,NO-DATA,Fuel,NO-DATA,39.615847,-77.692959,,NO-DATA
shopnsavefood.com,Duquesne,825 Duquesne Boulevard,Duquesne,PA,15110,NO-DATA,156,NO-DATA,Fuel,NO-DATA,40.37206,-79.85382,,NO-DATA
shopnsavefood.com,East Liberty,121 N Negley Avenue,Pittsburgh,PA,15203,NO-DATA,157,NO-DATA,Fuel,NO-DATA,40.464328,-79.930481,,NO-DATA
shopnsavefood.com,East Liberty,514 N Highland Ave,Pittsburgh,PA,15206,NO-DATA,158,NO-DATA,Fuel,NO-DATA,40.4662891,-79.9223366,,NO-DATA
shopnsavefood.com,East Pittsburgh,Route 30 & Centre,Pittsburgh,PA,15112,NO-DATA,160,NO-DATA,Fuel,NO-DATA,40.43443,-80.02481,,NO-DATA
shopnsavefood.com,East Rochester,750 Ohio River Blvd.,Rochester,PA,15074,NO-DATA,100,7247286728,Store,NO-DATA,40.699121,-80.272744,Mon-Sun 7:00am-11:00pm,NO-DATA
shopnsavefood.com,"Economy, Freedon & Baden Area",Rt. 989 & 2250 Conway Wallrose Run Rd.,Economy,PA,15005,NO-DATA,161,NO-DATA,Fuel,NO-DATA,40.61841,-80.2041,,NO-DATA
shopnsavefood.com,Elkins Express,1513 Harrison Avenue ,Elkins,WV,26241,NO-DATA,41,3046367990,Store,NO-DATA,38.931672,-79.86685,Mon-Sun 8:00am-9:00pm,NO-DATA
shopnsavefood.com,Export Sunoco,5690 William Penn Highway,Export,PA,15632,NO-DATA,349,NO-DATA,Fuel,NO-DATA,40.4130246,-79.6334408,,NO-DATA
shopnsavefood.com,Fairchance,58 West Church Street ,Fairchance,PA,15436,NO-DATA,42,7245647810,Store,NO-DATA,39.820683,-79.754627,Mon-Sun 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Farmington,4142 National Pike,Farmington,PA,15437,NO-DATA,163,NO-DATA,Fuel,NO-DATA,39.79741,-79.59676,,NO-DATA
shopnsavefood.com,Fillmore,44 Genesee St.,Fillmore,NY,14735,NO-DATA,45,5855672701,Store,NO-DATA,42.461634,-78.112364,,NO-DATA
shopnsavefood.com,Franklin SNS Crosby's Shell,151 North 13th St.,Franklin,PA,16323,NO-DATA,277,NO-DATA,Fuel,NO-DATA,41.404710,-79.832529,,NO-DATA
shopnsavefood.com,Fredrick St. AC&T,724 Fredrick St.,Hagerstown,MD,21740,NO-DATA,325,NO-DATA,Fuel,NO-DATA,39.628264,-77.715301,,NO-DATA
shopnsavefood.com,Galeton,28 West Street,Galeton,PA,16922,NO-DATA,47,8144356532,Store,NO-DATA,41.733949,-77.649951,,NO-DATA
shopnsavefood.com,Garland Groh AC&T,18141 Garland Groh Blvd.,Hagerstown,MD,21742,NO-DATA,326,NO-DATA,Fuel,NO-DATA,39.662987,-77.744941,,NO-DATA
shopnsavefood.com,Gibsonia,5600 Williams Flynn Highway,Gibsonia,PA,15044,NO-DATA,164,NO-DATA,Fuel,NO-DATA,40.43443,-80.02481,,NO-DATA
shopnsavefood.com,Glenshaw,917 Butler Street,Pittsburgh,PA,15223,NO-DATA,87,4124871460,Store,NO-DATA,40.511674,-79.948062,Mon-Sun 6:00am-11:00pm,NO-DATA
shopnsavefood.com,Glenshaw,1020 Mt Royal Blvd,Pittsburgh,PA,15223,NO-DATA,162,NO-DATA,Fuel,NO-DATA,40.5174163,-79.9589694,,NO-DATA
shopnsavefood.com,Gold Crown,1309 Shoemaker Avenue,Nanty Glo,PA,15943,NO-DATA,70,8147490121,Store,NO-DATA,40.467601,-78.836324,Mon-Sat 8am-9pm,NO-DATA
shopnsavefood.com,Gowanda,10 Buffalo Street,Gowanda,NY,14070,NO-DATA,49,7165325545,Store,NO-DATA,42.464436,-78.934793,Mon-Sat 7am-9pm,NO-DATA
shopnsavefood.com,Grafton Express,57 Maple Avenue,Grafton,WV,26354,NO-DATA,50,3042652070,Store,NO-DATA,39.337617,-80.024006,Mon-Sun 7am-9pm,NO-DATA
shopnsavefood.com,Grantsville,3249 Chestnut Ridge Road,Grantsville,MD,21536,NO-DATA,51,3018955153,Store,NO-DATA,39.697347,-79.09873,Mon-Sat 8:00am - 9:00pm,NO-DATA
shopnsavefood.com,Greensburg,31 Mt Pleasant Street,Greensburg,PA,15601,NO-DATA,165,NO-DATA,Fuel,NO-DATA,40.34701,-79.50072,,NO-DATA
shopnsavefood.com,Greensburg,311 W. Otterman Street,Greensburg,PA,15601,NO-DATA,166,NO-DATA,Fuel,NO-DATA,40.34701,-79.50072,,NO-DATA
shopnsavefood.com,Greensburg,5099 Route 30,Greensburg,PA,15601,NO-DATA,167,NO-DATA,Fuel,NO-DATA,40.34701,-79.50072,,NO-DATA
shopnsavefood.com,Greensburg,140 W Pittsburgh Street,Greensburg,PA,15601,NO-DATA,168,NO-DATA,Fuel,NO-DATA,40.34701,-79.50072,,NO-DATA
shopnsavefood.com,Greensburg,Humphrey & Todd Rds.,Greensburg,PA,15601,NO-DATA,169,NO-DATA,Fuel,NO-DATA,40.34701,-79.50072,,NO-DATA
shopnsavefood.com,Handy Mart  #11,202 S. Commerce Ave.,Front Royal,VA,22630,NO-DATA,342,NO-DATA,Fuel,NO-DATA,38.916128,-78.185292,,NO-DATA
shopnsavefood.com,Handy Mart  #14,992 Millwood Pike,Winchester,VA,22602,NO-DATA,337,NO-DATA,Fuel,NO-DATA,39.160273,-78.154505,,NO-DATA
shopnsavefood.com,Handy Mart  #17,1208 Berryville Ave.,Winchester,VA,22601,NO-DATA,339,NO-DATA,Fuel,NO-DATA,39.185491,-78.139929,,NO-DATA
shopnsavefood.com,Handy Mart  #18,1462 N. Fredrick Pike,Winchester,VA,22603,NO-DATA,338,NO-DATA,Fuel,NO-DATA,39.210364,-78.177820,,NO-DATA
shopnsavefood.com,Handy Mart  #19,760 Warriors Ave.,Stephens City,VA,22655,NO-DATA,341,NO-DATA,Fuel,NO-DATA,39.095492,-78.178237,,NO-DATA
shopnsavefood.com,Handy Mart  #5,1611 Senseny Rd.,Winchester,VA,22601,NO-DATA,336,NO-DATA,Fuel,NO-DATA,39.168635,-78.132815,,NO-DATA
shopnsavefood.com,Handy Mart  #6,2605 Valley Ave.,Winchester,VA,22601,NO-DATA,340,NO-DATA,Fuel,NO-DATA,39.155962,-78.187158,,NO-DATA
shopnsavefood.com,Handy Mart #21,8153 John Mosby Hwy,Boyce,VA,22620,NO-DATA,335,NO-DATA,Fuel,NO-DATA,39.082226,-78.083824,,NO-DATA
shopnsavefood.com,Harrisville Express,1617 E Main St,Harrisville,WV,26362,NO-DATA,54,3046432230,Store,NO-DATA,39.216029,-81.039619,Mon-Sun 8am-10pm,NO-DATA
shopnsavefood.com,Haymaker Village,4548 Broadway Blvd ,Monroeville,PA,15146,NO-DATA,65,4128585800,Store,NO-DATA,40.39044,-79.765956,Mon-Sat 7:00-11:00,NO-DATA
shopnsavefood.com,Heidelberg,2100 Washington Pike ,Carnegie,PA,15106,NO-DATA,34,4122765130,Store,NO-DATA,40.386926,-80.092413,24 Hours,NO-DATA
shopnsavefood.com,Helds,Rt. 66 & 16th Street ,North Apollo,PA,15673,NO-DATA,75,7244784751,Store,NO-DATA,40.594517,-79.560907,Mon-Sat 7:30-9:30,NO-DATA
shopnsavefood.com,Herminie,3331 Clay Pike,Herminie,PA,15637,NO-DATA,352,NO-DATA,Fuel,NO-DATA,40.2661321,-79.7208425,,NO-DATA
shopnsavefood.com,Holiday Park,"2362 Route 286, Holiday Park Center",Pittsburgh,PA,15239,NO-DATA,88,7243255400,Store,NO-DATA,40.462907,-79.705591,Mon-Sun 6:00am-12:00am,NO-DATA
shopnsavefood.com,"Homestead, Munhall",2907 Homestead Duquesne,Munhall,PA,15120,NO-DATA,170,NO-DATA,Fuel,NO-DATA,40.3913151,-79.8937517,,NO-DATA
shopnsavefood.com,Horseheads Jubilee,2898 Westinghouse Road,Horseheads,NY,14845,NO-DATA,56,6077962191,Store,NO-DATA,42.176079,-76.836319,Mon-Sun 6am-11pm,NO-DATA
shopnsavefood.com,Houtzdale Express,541 Spring Street,Houtzdale,PA,16651,NO-DATA,55,8143787659,Store,NO-DATA,40.826784,-78.343291,Mon-Sat 8:00am - 9:00pm,NO-DATA
shopnsavefood.com,Imperial,600 Market Place Drive ,Oakdale,PA,15071,NO-DATA,78,7246951669,Store,NO-DATA,40.496309,-80.224915,24 Hours,NO-DATA
shopnsavefood.com,Irwin,12970 Route 30,Irwin,PA,15642,NO-DATA,171,NO-DATA,Fuel,NO-DATA,40.36502,-79.58406,,NO-DATA
shopnsavefood.com,Irwin,9616 Route 30,Irwin,PA,15642,NO-DATA,172,NO-DATA,Fuel,NO-DATA,40.36502,-79.58406,,NO-DATA
shopnsavefood.com,Jeannette,1275 College Ave,Jeannette,PA,15644,NO-DATA,173,NO-DATA,Fuel,NO-DATA,40.37457,-79.40791,,NO-DATA
shopnsavefood.com,Jeannette,Route 30 & Lewis Avenue,Jeannette,PA,15644,NO-DATA,174,NO-DATA,Fuel,NO-DATA,40.37457,-79.40791,,NO-DATA
shopnsavefood.com,Jeannette,1110 Lowry Ave,Jeannette,PA,15644,NO-DATA,351,NO-DATA,Fuel,NO-DATA,40.3148633,-79.6190527,,NO-DATA
shopnsavefood.com,Lappans AC&T,8650 Sharpsburg Pike,Fairplay,MD,21733,NO-DATA,328,NO-DATA,Fuel,NO-DATA,39.553678,-77.737943,,NO-DATA
shopnsavefood.com,Large,344 Route 51,Large,PA,15025,NO-DATA,175,NO-DATA,Fuel,NO-DATA,40.3060219,-79.9352102,,NO-DATA
shopnsavefood.com,Larimer,6481 Frankstown Road,Pittsburgh,PA,15206,NO-DATA,159,NO-DATA,Fuel,NO-DATA,40.4607869,-79.9139416,,NO-DATA
shopnsavefood.com,Latrobe,1910 Dailey Avenue ,Latrobe,PA,15650,NO-DATA,58,7245393080,Store,NO-DATA,40.309574,-79.372981,Mon-Sat 7:00-10:00,NO-DATA
shopnsavefood.com,Latrobe,124 Lloyd Avenue,Latrobe,PA,15650,NO-DATA,176,NO-DATA,Fuel,NO-DATA,40.35577,-79.42196,,NO-DATA
shopnsavefood.com,Latrobe,"""3963 Route 30, Box 211""",Latrobe,PA,15650,NO-DATA,177,NO-DATA,Fuel,NO-DATA,40.35577,-79.42196,,NO-DATA
shopnsavefood.com,Latrobe,Lincoln Ave & James Street,Latrobe,PA,15650,NO-DATA,178,NO-DATA,Fuel,NO-DATA,40.35577,-79.42196,,NO-DATA
shopnsavefood.com,Lawrenceville,450 56th Street ,Pittsburgh,PA,15201,NO-DATA,89,4127848701,Store,NO-DATA,40.48438,-79.947574,Mon-Sun 7:00-10:00,NO-DATA
shopnsavefood.com,Lawrenceville,5013 Butler Street,Pittsburgh,PA,15201,NO-DATA,179,NO-DATA,Fuel,NO-DATA,40.4783131,-79.9562027,,NO-DATA
shopnsavefood.com,Leechburg,265 Market Street,Leechburg,PA,15656,NO-DATA,180,NO-DATA,Fuel,NO-DATA,40.63896,-79.61096,,NO-DATA
shopnsavefood.com,Little General - Barrackville,213 Pike St.,Barrackville,WV,26559,NO-DATA,264,NO-DATA,Fuel,NO-DATA,39.5039551,-80.167091,,NO-DATA
shopnsavefood.com,Little General - Cheat Lake SNS,Rt. 310 East Grafton Rd.,Fairmont,WV,26554,NO-DATA,260,NO-DATA,Fuel,NO-DATA,39.49411,-80.22128,,NO-DATA
shopnsavefood.com,Little General - East Fairmont SNS,I-79 Exit 139 Prickett's Fort,Fairmont,WV,26554,NO-DATA,262,NO-DATA,Fuel,NO-DATA,39.49411,-80.22128,,NO-DATA
shopnsavefood.com,Little General - Fairmont,2395 White Hall Blvd,Fairmont,WV,26554,NO-DATA,261,NO-DATA,Fuel,NO-DATA,39.435618,-80.183637,,NO-DATA
shopnsavefood.com,Little General - Mannington SNS,2988 White Hall Blvd,Fairmont,WV,26554,NO-DATA,263,NO-DATA,Fuel,NO-DATA,39.49411,-80.22128,,NO-DATA
shopnsavefood.com,Little General - South Fairmont SNS,7530 Huskey Hwy Rt. 250,North Farmington,WV,26571,NO-DATA,266,NO-DATA,Fuel,NO-DATA,39.50665,-80.25258,,NO-DATA
shopnsavefood.com,Little General - South Fairmont SNS,6 East Gate Plaza Rt. 7,Morgantown,WV,26505,NO-DATA,267,NO-DATA,Fuel,NO-DATA,39.59532,-79.92287,,NO-DATA
shopnsavefood.com,Little General - South Fairmont SNS,1314 Grafton Rd,Morgantown,WV,26508,NO-DATA,268,NO-DATA,Fuel,NO-DATA,39.59532,-79.92287,,NO-DATA
shopnsavefood.com,"Mars, Seven Fields",675 Castle Creek Drive,Mars,PA,16046,NO-DATA,181,NO-DATA,Fuel,NO-DATA,40.6849606,-80.0662502,,NO-DATA
shopnsavefood.com,"Mars, Seven Fields",19090 Perry Highway,Mars,PA,16046,NO-DATA,182,NO-DATA,Fuel,NO-DATA,40.67387,-80.0974133,,NO-DATA
