locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,naics_code,latitude,longitude,hours_of_operation,hours_of_operation
shopnsavefood.com,Masontown,R.D. #1 Box 30,Masontown,PA,15461,NO-DATA,183,NO-DATA,Fuel,NO-DATA,39.94577,-79.68183,,NO-DATA
shopnsavefood.com,McCandless,9100 Perry Highway,Pittsburgh,PA,15237,NO-DATA,210,NO-DATA,Fuel,NO-DATA,40.5723509,-80.0365907,,NO-DATA
shopnsavefood.com,McKees Rocks,351 Stanhope Street,Pittsburgh,PA,15204,NO-DATA,184,NO-DATA,Fuel,NO-DATA,40.4633641,-80.0562387,,NO-DATA
shopnsavefood.com,McKeesport,2105 Walnut Street,McKeesport,PA,15132,NO-DATA,185,NO-DATA,Fuel,NO-DATA,40.40726,-80.04802,,NO-DATA
shopnsavefood.com,McKeesport,600 Lysle Boulevard,McKeesport,PA,15132,NO-DATA,186,NO-DATA,Fuel,NO-DATA,40.40726,-80.04802,,NO-DATA
shopnsavefood.com,McMurray,120 East McMurray Road,McMurray,PA,15317,NO-DATA,187,NO-DATA,Fuel,NO-DATA,40.2725393,-80.1257361,,NO-DATA
shopnsavefood.com,Millvale,1329 Babcock Blvd,Millvale,PA,15209,NO-DATA,188,NO-DATA,Fuel,NO-DATA,40.4957371,-79.9768987,,NO-DATA
shopnsavefood.com,Millvale,300 Grant Avenue,Millvale,PA,15209,NO-DATA,189,NO-DATA,Fuel,NO-DATA,40.4795703,-79.9721353,,NO-DATA
shopnsavefood.com,Monroeville,1855 Haymaker Road,Monroeville,PA,15146,NO-DATA,190,NO-DATA,Fuel,NO-DATA,40.54811,-80.23688,,NO-DATA
shopnsavefood.com,Monroeville,2700 Mosside Blvd,Monroeville,PA,15147,NO-DATA,343,NO-DATA,Fuel,NO-DATA,40.4342471,-79.7535382,,NO-DATA
shopnsavefood.com,Moorefield Express,Route 220 N MainSt,Moorefield,WV,26836,NO-DATA,66,3045386396,Store,NO-DATA,39.072595,-78.965564,Mon-Sat 8:00am-9:00pm,NO-DATA
shopnsavefood.com,Mount Pleasant,210 North Diamond Street ,Mt. Pleasant,PA,15666,NO-DATA,68,7245473581,Store,NO-DATA,40.151456,-79.538162,Mon-Sun 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Mt Washington,125 Virginia Ave,Pittsburgh,PA,15211,NO-DATA,90,4124311566,Store,NO-DATA,40.429554,-80.008192,Mon - Sat 7:00am -9:00pm,NO-DATA
shopnsavefood.com,Mt. Lebanon,1630 Cochran Road,Pittsburgh,PA,15220,NO-DATA,191,NO-DATA,Fuel,NO-DATA,40.3904987,-80.0587845,,NO-DATA
shopnsavefood.com,Mt. Lebanon,339 Cochran Road,Mount Lebanon,PA,15228,NO-DATA,192,NO-DATA,Fuel,NO-DATA,40.3826624,-80.0525753,,NO-DATA
shopnsavefood.com,Mt. Lebanon,1710 Washington Road,Pittsburgh,PA,15241,NO-DATA,244,NO-DATA,Fuel,NO-DATA,40.348262,-80.0517043,,NO-DATA
shopnsavefood.com,Mt. Oliver,1643 Arlington (At 18th St),Pittsburgh,PA,15210,NO-DATA,193,NO-DATA,Fuel,NO-DATA,40.417915,-79.9850892,,NO-DATA
shopnsavefood.com,Mt. Oliver,427 Brownsville Road,Mount Oliver,PA,15210,NO-DATA,194,NO-DATA,Fuel,NO-DATA,40.4122307,-79.9873363,,NO-DATA
shopnsavefood.com,Mt. Pleasant,819 W. Main Street,Mt. Pleasant,PA,15666,NO-DATA,195,NO-DATA,Fuel,NO-DATA,40.20221,-79.60998,,NO-DATA
shopnsavefood.com,Mt. Washington,304 Virginia Ave.,Pittsburgh,PA,15211,NO-DATA,196,NO-DATA,Fuel,NO-DATA,40.4313433,-80.0107503,,NO-DATA
shopnsavefood.com,Munhall,5204 Interboro Avenue,Pittsburgh,PA,15207,NO-DATA,197,NO-DATA,Fuel,NO-DATA,40.3702181,-79.9131837,,NO-DATA
shopnsavefood.com,Murrysville,4536 William Penn Highway,Murrysville,PA,15668,NO-DATA,69,7247330556,Store,NO-DATA,40.425571,-79.672127,Mon-Sat 7 AM - 11 PM,NO-DATA
shopnsavefood.com,Murrysville,3980 Wm Penn Highway,Murrysville,PA,15668,NO-DATA,198,NO-DATA,Fuel,NO-DATA,40.42329,-79.66328,,NO-DATA
shopnsavefood.com,N. Belle Vernon,15 Fayette St. at I-70,North Belle Vernon,PA,15012,NO-DATA,199,NO-DATA,Fuel,NO-DATA,40.07026,-79.60342,,NO-DATA
shopnsavefood.com,N. Martinsburg Exxon,823 Warm Springs Rd.,Martinsburg,WV,25401,NO-DATA,323,NO-DATA,Fuel,NO-DATA,39.490707,-77.958022,,NO-DATA
shopnsavefood.com,N. Versailles Twp,903 Lincoln Hwy,North Versailles,PA,15137,NO-DATA,200,NO-DATA,Fuel,NO-DATA,40.3787891,-79.8068157,,NO-DATA
shopnsavefood.com,Naples,136 South Main Street,Naples,NY,14512,NO-DATA,71,,Store,NO-DATA,42.613844,-77.402716,Mon-Sun 7am-10pm,NO-DATA
shopnsavefood.com,New Castle,1717 Wilmington Road,New Castle,PA,16105,NO-DATA,201,NO-DATA,Fuel,NO-DATA,41.02405,-80.34544,,NO-DATA
shopnsavefood.com,New Castle,719 E. Washington Road,New Castle,PA,16101,NO-DATA,202,NO-DATA,Fuel,NO-DATA,40.96451,-80.30073,,NO-DATA
shopnsavefood.com,New Kensington,336 City Central Plaza,New Kensington,PA,15068,NO-DATA,73,7243397283,Store,NO-DATA,40.564371,-79.765908,Mon-Sat 8:00am-9:00pm,NO-DATA
shopnsavefood.com,New Kensington,2033 Freeport Rd. & Murray Ave.,New Kensington,PA,15068,NO-DATA,203,NO-DATA,Fuel,NO-DATA,40.47882,-79.5815,,NO-DATA
shopnsavefood.com,New Kensington,298 Freeport Street,New Kensington,PA,15068,NO-DATA,204,NO-DATA,Fuel,NO-DATA,40.47882,-79.5815,,NO-DATA
shopnsavefood.com,New Kensington,Rt. 366 & Caldwell,New Kensington,PA,15068,NO-DATA,205,NO-DATA,Fuel,NO-DATA,40.47882,-79.5815,,NO-DATA
shopnsavefood.com,New Salem,6718 National Pke (RT 40),New Salem,PA,15468,NO-DATA,206,NO-DATA,Fuel,NO-DATA,39.94183,-79.84103,,NO-DATA
shopnsavefood.com,New Stanton,106 N. Center Street,New Stanton,PA,15672,NO-DATA,207,NO-DATA,Fuel,NO-DATA,40.24375,-79.65843,,NO-DATA
shopnsavefood.com,Newton Falls,37 Ridge Road,Newton Falls,OH,44444,NO-DATA,74,3308720134,Store,NO-DATA,41.190399,-80.978855,Mon-Sun 8:00am-9:00pm,NO-DATA
shopnsavefood.com,Noblestown,2103 Noblestown Road ,Pittsburgh,PA,15205,NO-DATA,91,4129210117,Store,NO-DATA,40.4306668,-80.05415,Mon-Sun 6:00am-10:00pm,NO-DATA
shopnsavefood.com,North Apollo,1826 River Road,North Apollo,PA,15673,NO-DATA,208,NO-DATA,Fuel,NO-DATA,40.5970811,-79.5593597,,NO-DATA
shopnsavefood.com,North Huntington,9299 Route 30,North Huntington,PA,15642,NO-DATA,211,NO-DATA,Fuel,NO-DATA,40.3223158,-79.6950426,,NO-DATA
shopnsavefood.com,North Side,310 Cedar Avenue,Pittsburgh,PA,15212,NO-DATA,220,NO-DATA,Fuel,NO-DATA,40.451364,-80.0005781,,NO-DATA
shopnsavefood.com,Norwin Town Square,12120 US Route 30,North Huntingdon,PA,15642,NO-DATA,353,7245152148,Store,NO-DATA,40.3316059,-79.7439798,Sun - Sat 7 AM - 10 PM,NO-DATA
shopnsavefood.com,Nunda,9045 Route 408,Nunda,NY,14517,NO-DATA,77,,Store,NO-DATA,42.58843,-77.940209,Mon-Sun 7am-9pm,NO-DATA
shopnsavefood.com,Oakland Express,406 Weber Road,Oaklane ,MD,21550,NO-DATA,278,3013344411,Store,NO-DATA,39.401942,-79.391225,Mon-Thur 8am-930pm,NO-DATA
shopnsavefood.com,Olympia,4313 Walnut Street Store Front #4,McKeesport,PA,15132,NO-DATA,63,4127516789,Store,NO-DATA,40.321469,-79.835544,Sun-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,"Overbrook, Pittsburgh",601 McNeilly Rd.,Pittsburgh,PA,15226,NO-DATA,213,NO-DATA,Fuel,NO-DATA,40.40014,-80.01607,,NO-DATA
shopnsavefood.com,Palmyra Express,611 E. Main St. Rt. 31,Palmyra,NY,14522,NO-DATA,79,3155979509,Store,NO-DATA,43.062711,-77.220669,Mon-Sun 7am-9pm,NO-DATA
shopnsavefood.com,Parsons Express,302 D&W Lane,Parsons,WV,26287,NO-DATA,80,3044784803,Store,NO-DATA,39.097445,-79.680963,Mon-Sun 8:00am-10:00pm,NO-DATA
shopnsavefood.com,Penn Hills,2820 Universal Road ,Pittsburgh,PA,15235,NO-DATA,92,4127989680,Store,NO-DATA,40.478333,-79.784686,Mon-Sun 6:00am-12:00am,NO-DATA
shopnsavefood.com,Penn Hills,600 Rodi Road,Pittsburgh,PA,15235,NO-DATA,214,NO-DATA,Fuel,NO-DATA,40.4493014,-79.8273842,,NO-DATA
shopnsavefood.com,Penn Hills,6500 Saltsburg Road,Penn Hills Township,PA,15235,NO-DATA,215,NO-DATA,Fuel,NO-DATA,40.3986,-80.00085,,NO-DATA
shopnsavefood.com,"Penn Hills, Eastmont",3899 Old William Penn Highway,Pittsburgh,PA,15235,NO-DATA,216,NO-DATA,Fuel,NO-DATA,40.4441851,-79.8135287,,NO-DATA
shopnsavefood.com,Petersburg Express,442 Virginia Avenue,Petersburg,WV,26847,NO-DATA,81,3042572988,Store,NO-DATA,38.993939,-79.111991,Mon-Sun 7am-10pm,NO-DATA
shopnsavefood.com,Philippi Express,1 Swamp Lane,Philippi,WV,26416,NO-DATA,82,3044571890,Store,NO-DATA,39.144873,-80.03583,Mon-Sun 7:00am-9:00pm,NO-DATA
shopnsavefood.com,Pines Plaza,1130 Perry Highway ,Pittsburgh,PA,15237,NO-DATA,93,4123675115,Store,NO-DATA,40.547657,-80.036406,Mon-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Pitcairn,Broadway & Center Street,Pitcairn,PA,15140,NO-DATA,217,NO-DATA,Fuel,NO-DATA,40.401518,-79.7765612,,NO-DATA
shopnsavefood.com,Pittsburgh Street,730 East Pittsburgh Street ,Greensburg,PA,15601,NO-DATA,52,7248344470,Store,NO-DATA,40.302636,-79.524944,Mon-Sat 7:00-11:00,NO-DATA
shopnsavefood.com,"Pittsburgh, Hill District",2350 Centre Avenue,Pittsburgh,PA,15219,NO-DATA,224,NO-DATA,Fuel,NO-DATA,40.37535,-80.01707,,NO-DATA
shopnsavefood.com,"Pittsburgh, Oakland",195 North Craig Street,Pittsburgh,PA,15213,NO-DATA,221,NO-DATA,Fuel,NO-DATA,40.449451,-79.9509173,,NO-DATA
shopnsavefood.com,"Pittsburgh, Oakland",301 Craft Avenue,Pittsburgh,PA,15213,NO-DATA,222,NO-DATA,Fuel,NO-DATA,40.4356181,-79.9608687,,NO-DATA
shopnsavefood.com,"Pittsburgh, Southside",2401 East Carson St.,Pittsburgh,PA,15203,NO-DATA,218,NO-DATA,Fuel,NO-DATA,40.4285057,-79.9708035,,NO-DATA
shopnsavefood.com,Pleasant Hills,104 Clairton Boulevard,Pleasant Hills,PA,15236,NO-DATA,225,NO-DATA,Fuel,NO-DATA,40.3387026,-79.9598431,,NO-DATA
shopnsavefood.com,Pleasant Hills,575 Old Clairton Rd,Pleasant Hills,PA,15236,NO-DATA,228,NO-DATA,Fuel,NO-DATA,40.3259741,-79.9561947,,NO-DATA
shopnsavefood.com,Pleasant Hills,649 Old Clairton Rd,Pleasant Hills,PA,15236,NO-DATA,322,4126551755,Store,NO-DATA,40.3242622,-79.9590808,Mon-Sun 7:00am - 10:00pm,NO-DATA
shopnsavefood.com,Plum - Penn Hills,255 Unity Center Road,Pittsburgh,PA,15239,NO-DATA,237,NO-DATA,Fuel,NO-DATA,40.4899975,-79.7805172,,NO-DATA
shopnsavefood.com,Port Allegany,50 West Mill Street,Port Allegany,PA,16743,NO-DATA,98,8146422034,Store,NO-DATA,41.809852,-78.282373,,NO-DATA
shopnsavefood.com,Punxsutawney SNS,22727 Rt. 119,Punxsutawney,PA,15767,NO-DATA,276,NO-DATA,Fuel,NO-DATA,40.94453,-78.97984,,NO-DATA
shopnsavefood.com,Punxsy SHOP 'n Save,201 North Hampton Ave,Punxsutawney,PA,15767,NO-DATA,284,8149382820,Store,NO-DATA,40.945635,-78.967519,24 hrs,NO-DATA
shopnsavefood.com,Reedsville Express,PO Box 680 ,Reedsville,WV,26547,NO-DATA,99,3048645150,Store,NO-DATA,39.512947,-79.806318,Mon-Sat 7am-830pm,NO-DATA
shopnsavefood.com,Ridge Road,37 Ridge Road,Newton Falls,OH,44444,NO-DATA,297,NO-DATA,Fuel,NO-DATA,41.1901527,-80.9811211,,NO-DATA
shopnsavefood.com,Rochester,854 Ohio River Blvd.,Rochester,PA,15074,NO-DATA,229,NO-DATA,Fuel,NO-DATA,40.68647,-80.32653,,NO-DATA
shopnsavefood.com,Rochester Road,184 Rochester Rd ,Pittsburgh,PA,15229,NO-DATA,94,4129310743,Store,NO-DATA,40.520166,-80.017787,Mon-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Ross Township,3278 Babcock Blvd.,Pittsburgh,PA,15237,NO-DATA,209,NO-DATA,Fuel,NO-DATA,40.5303765,-80.0177849,,NO-DATA
shopnsavefood.com,Ross's Fifth Ave,815 Fifth Avenue,McKeesport,PA,15132,NO-DATA,64,4126727820,Store,NO-DATA,40.354099,-79.856443,Mon-Sun 7:00am-9:00pm,NO-DATA
shopnsavefood.com,Rostraver,600 Willowbrook Plaza,Belle Vernon,PA,15012,NO-DATA,29,7243799000,Store,NO-DATA,40.184775,-79.810299,Mon-Sat 6:00am-11:00pm,NO-DATA
shopnsavefood.com,Rostraver,3405 Street Route 51 (Intersection of I-70 & 51),Rostraver,PA,15012,NO-DATA,230,NO-DATA,Fuel,NO-DATA,40.1580775,-79.7775583,,NO-DATA
shopnsavefood.com,Route 66,990 North Main Street ,Greensburg,PA,15601,NO-DATA,53,7248345714,Store,NO-DATA,40.326737,-79.546273,Mon-Sat 7:00am-11:00pm,NO-DATA
shopnsavefood.com,Route 8,"RD #3, 5375 William Flynn Highway ",Gibsonia,PA,15044,NO-DATA,48,7244438420,Store,NO-DATA,40.619963,-79.944656,Mon-Sun 6:00am-10:00pm,NO-DATA
shopnsavefood.com,Russellton,Box 67 Deer Lakes Plaza ,Russellton,PA,15076,NO-DATA,101,7242652858,Store,NO-DATA,40.613952,-79.837303,Mon-Sat 8:00am-10:00pm,NO-DATA
shopnsavefood.com,Saltsburg,543 Salt Street ,Saltsburg,PA,15681,NO-DATA,102,7246393637,Store,NO-DATA,40.486192,-79.450765,Mon-Sat 7:00am-11:00pm,NO-DATA
shopnsavefood.com,Saltsburg,2687 Rt. 286 (2937),Saltsburg,PA,15681,NO-DATA,232,NO-DATA,Fuel,NO-DATA,40.54287,-79.3978,,NO-DATA
shopnsavefood.com,Scottdale,800 Water Street,Scottsdale,PA,15683,NO-DATA,233,NO-DATA,Fuel,NO-DATA,40.1093501,-79.5847636,,NO-DATA
shopnsavefood.com,Shaler,1620 Babcock Blvd.,Pittsburgh,PA,15209,NO-DATA,95,4128211400,Store,NO-DATA,40.499222,-79.979364,Mon-Sat 7:00am-9:00pm,NO-DATA
shopnsavefood.com,Sharpsburg Pike AC&T,1449 South Potomac Rd.,Hagerstown,MD,21740,NO-DATA,329,NO-DATA,Fuel,NO-DATA,39.609499,-77.729859,,NO-DATA
shopnsavefood.com,Shinglehouse,"115 North Mill St., PO Box 119",Shinglehouse,PA,16748,NO-DATA,103,8146977145,Store,NO-DATA,41.963607,-78.190212,,NO-DATA
shopnsavefood.com,Smithfield,25 Main Street,Smithfield,PA,15478,NO-DATA,234,NO-DATA,Fuel,NO-DATA,39.8042271,-79.8050047,,NO-DATA
shopnsavefood.com,Smithsburg Exxon,22507 Jefferson Blvd,Smithsburg,MD,21783,NO-DATA,333,NO-DATA,Fuel,NO-DATA,39.642323,-77.585341,,NO-DATA
shopnsavefood.com,SNS Express - Devine's SHOP 'n SAVE Express,368 N. Main St.,Hubbard,Oh,44425,NO-DATA,124,NO-DATA,Fuel,NO-DATA,41.160968,-80.569429,,NO-DATA
shopnsavefood.com,SNS Express - Glenshaw,917 Butler Street,Pittsburgh,PA,15223,NO-DATA,120,NO-DATA,Fuel,NO-DATA,40.511424,-79.949159,,NO-DATA
shopnsavefood.com,SNS Express - Rochester Road,184 Rochester Rd,Pittsburgh,PA,15229,NO-DATA,123,NO-DATA,Fuel,NO-DATA,40.43443,-80.02481,,NO-DATA
shopnsavefood.com,SNS Express - Wilkins Township,3335 William Penn Highway,Pittsburgh,PA,15235,NO-DATA,122,NO-DATA,Fuel,NO-DATA,40.432257,-79.8162104,,NO-DATA
shopnsavefood.com,South Fairmont SNS Fuel Center,1208 Fairmont Ave,Fairmont,WV,26554,NO-DATA,285,NO-DATA,Fuel,NO-DATA,39.468470,-80.155097,,NO-DATA
shopnsavefood.com,South Fairmont SNS In & Out,1501 Locust St.,Fairmont,WV,26554,NO-DATA,269,NO-DATA,Fuel,NO-DATA,39.49411,-80.22128,,NO-DATA
shopnsavefood.com,South Park,5660 Brownsville Rd.,South Park,PA,15236,NO-DATA,236,NO-DATA,Fuel,NO-DATA,40.330742,-79.9876707,,NO-DATA
shopnsavefood.com,Sunoco,3850 Washington Ave,Finleyville,PA,15332,NO-DATA,350,NO-DATA,Fuel,NO-DATA,40.25327,-80.0016854,,NO-DATA
shopnsavefood.com,Terra Alta,"PO Box 107, Rt 7 W",Terra Alta,WV,26764,NO-DATA,105,3047895880,Store,NO-DATA,39.44481,-79.533892,Mon-Sun 8:00am-9:00pm,NO-DATA
shopnsavefood.com,Tiltonsville Express,206 Walden Avenue,Tiltonsville,OH,43963,NO-DATA,106,7408590318,Store,NO-DATA,40.172791,-80.696683,Mon-Sun 730am-10pm,NO-DATA
shopnsavefood.com,Uniontown,2013 Morgantown Rd.,Uniontown,PA,15437,NO-DATA,239,NO-DATA,Fuel,NO-DATA,39.79741,-79.59676,,NO-DATA
shopnsavefood.com,Uniontown,55 Morgantown Street,Uniontown,PA,15401,NO-DATA,240,NO-DATA,Fuel,NO-DATA,39.94488,-79.77006,,NO-DATA
shopnsavefood.com,Uniontown,55 Connellsville Road,Uniontown,PA,15401,NO-DATA,241,NO-DATA,Fuel,NO-DATA,39.94488,-79.77006,,NO-DATA
shopnsavefood.com,Uniontown,417 W. Main St. (formerly Bob's),Uniontown,PA,15401,NO-DATA,242,NO-DATA,Fuel,NO-DATA,39.94488,-79.77006,,NO-DATA
shopnsavefood.com,Upper St. Clair,2520 Washington Road,Bethel Park,PA,15241,NO-DATA,132,NO-DATA,Fuel,NO-DATA,40.33226,-80.08102,,NO-DATA
shopnsavefood.com,Upper St. Clair,127 McMurray Road,Pittsburgh,PA,15241,NO-DATA,243,NO-DATA,Fuel,NO-DATA,40.3265301,-80.0655327,,NO-DATA
shopnsavefood.com,Vandergrift,600 Hancock Street,Vandergrift,PA,15690,NO-DATA,245,NO-DATA,Fuel,NO-DATA,40.40041,-79.54685,,NO-DATA
shopnsavefood.com,Verona,280 Hulton Road,Verona,PA,15147,NO-DATA,246,NO-DATA,Fuel,NO-DATA,40.35146,-80.01157,,NO-DATA
shopnsavefood.com,Walnut Hill,150 Walnut Hill Road ,Uniontown,PA,15401,NO-DATA,107,7244372764,Store,NO-DATA,39.882013,-79.736173,Mon-Sun 7:00am-11:00pm,NO-DATA
shopnsavefood.com,Washington,125 W. Beau St.,Washington,PA,15301,NO-DATA,108,7242235494,Store,NO-DATA,40.170758,-80.248711,Mon-Sat 6:00am-11:00pm,NO-DATA
shopnsavefood.com,Washington,1 Park Place Drive,Washington,PA,15301,NO-DATA,247,NO-DATA,Fuel,NO-DATA,40.13539,-80.1467,,NO-DATA
shopnsavefood.com,Washington,1550 West Chestnut Street,Washington,PA,15301,NO-DATA,248,NO-DATA,Fuel,NO-DATA,40.13539,-80.1467,,NO-DATA
shopnsavefood.com,Washington,195 Murtland Avenue,Washington,PA,15301,NO-DATA,249,NO-DATA,Fuel,NO-DATA,40.13539,-80.1467,,NO-DATA
shopnsavefood.com,Washington,501 Jefferson Ave.,Washington,PA,15301,NO-DATA,346,NO-DATA,Fuel,NO-DATA,"40.1760732
","-80.2579146
",,NO-DATA
shopnsavefood.com,Waynesboro Exxon,11055 Buchanan Trail East,Waynesboro,PA,17268,NO-DATA,334,NO-DATA,Fuel,NO-DATA,39.739116,-77.534717,,NO-DATA
shopnsavefood.com,Waynesburg,10 E. Greene Street,Waynesburg,PA,15370,NO-DATA,250,NO-DATA,Fuel,NO-DATA,39.87477,-80.08057,,NO-DATA
shopnsavefood.com,Weirton,273 Penco Road ,Weirton,WV,26062,NO-DATA,109,3047231025,Store,NO-DATA,40.410212,-80.546501,Mon-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,Weirton,1228 Penn Avenue (Convenient Mart),Weirton,VW,26062,NO-DATA,251,NO-DATA,Fuel,NO-DATA,40.50772,-80.56529,,NO-DATA
shopnsavefood.com,Weirton,Three Springs Drive,Weirton,VW,26062,NO-DATA,252,NO-DATA,Fuel,NO-DATA,40.50772,-80.56529,,NO-DATA
shopnsavefood.com,Wesel Blvd. AC&T,1615 Wesel Blvd.,Hagerstown,MD,21740,NO-DATA,332,NO-DATA,Fuel,NO-DATA,39.631422,-77.760724,,NO-DATA
shopnsavefood.com,West Kittanning,#1 Franklin Village Mall ,West Kittanning,PA,16201,NO-DATA,110,7245436389,Store,NO-DATA,40.812478,-79.54859,Mon-Sat 7:00am-10:00pm,NO-DATA
shopnsavefood.com,West Mifflin-Village,1886 Homeville Road,West Mifflin,PA,15122,NO-DATA,114,4124661112,Store,NO-DATA,40.3736775,-79.8737336,Mon-Sun 7am-10pm,NO-DATA
shopnsavefood.com,West Newton,150 Mt. Pleasant Rd.,West Newton,PA,15089,NO-DATA,253,NO-DATA,Fuel,NO-DATA,40.2018,-79.72723,,NO-DATA
shopnsavefood.com,West Union Express,201 Marie Street ,West Union,WV,26456,NO-DATA,115,3048732685,Store,NO-DATA,39.296513,-80.776591,Mon-Sun 8:00am-9:00pm,NO-DATA
shopnsavefood.com,West View,100 Rochester Road,West View,PA,15229,NO-DATA,254,NO-DATA,Fuel,NO-DATA,40.5205578,-80.0252208,,NO-DATA
shopnsavefood.com,West View,5457 Perrysville Road,West View,PA,15229,NO-DATA,255,NO-DATA,Fuel,NO-DATA,40.513599,-80.0293133,,NO-DATA
shopnsavefood.com,Weston Express,402 B Medical Drive,Weston,WV,26452,NO-DATA,116,3042695830,Store,NO-DATA,39.651483,-79.961736,Mon-Sun 7:00am-9:00pm,NO-DATA
shopnsavefood.com,White Oak,1969 Lincoln Way,White Oak,PA,15131,NO-DATA,256,NO-DATA,Fuel,NO-DATA,40.3397861,-79.8107175,,NO-DATA
shopnsavefood.com,White Oak,2904 Fifth Avenue,White Oak,PA,15131,NO-DATA,257,NO-DATA,Fuel,NO-DATA,40.3583807,-79.8300649,,NO-DATA
shopnsavefood.com,Whitehall,4639 Clairton Boulevard,Pleasant Hills,PA,15236,NO-DATA,226,NO-DATA,Fuel,NO-DATA,40.3559744,-79.9796451,,NO-DATA
shopnsavefood.com,Wilkins Township,3335 William Penn Highway ,Pittsburgh,PA,15235,NO-DATA,96,4128292900,Store,NO-DATA,40.448253,-79.846058,Mon-Sun 6:00am-1:00am,NO-DATA
shopnsavefood.com,Williamson Express,4090 Piearsall Street,Williamson,NY,14589,NO-DATA,118,3155899691,Store,NO-DATA,43.232119,-77.185543,Mon-Sun 7am-9pm,NO-DATA
shopnsavefood.com,Williamsport AC&T,16504 Virginia Ave.,Williamsport,MD,21795,NO-DATA,331,NO-DATA,Fuel,NO-DATA,39.608354,-77.797288,,NO-DATA
shopnsavefood.com,Youngwood,250 South Third Street,Youngwood,PA,15697,NO-DATA,119,7249251810,Store,NO-DATA,40.2358062,-79.5807462,Mon-Sun 7am-10pm,NO-DATA
shopnsavefood.com,Youngwood,506 S. Fourth Street,Youngwood,PA,15697,NO-DATA,258,NO-DATA,Fuel,NO-DATA,40.24053,-79.50588,,NO-DATA
shopnsavefood.com,Zelienople,129 N. Main Street,Zelienople,PA,16063,NO-DATA,259,NO-DATA,Fuel,NO-DATA,40.7609,-80.10939,,NO-DATA
